path,modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,mfcc,chroma,zcr,rms
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-02-02-02-02-01.wav,03,01,02,02,02,02,01,"[-7.2480579e+02  8.3059647e+01  8.6366320e-01  1.3715781e+01
  5.3935223e+00  1.5342070e+01 -3.8907716e+00  6.6827068e+00
 -9.1091537e+00 -2.3108945e+00 -7.5575542e+00 -2.6653075e+00
  4.4087000e+00  1.4785653e-01  1.0969509e+00 -1.2487302e-01
 -4.1364384e+00 -9.2557006e-02  1.5357997e+00 -1.9606642e+00
 -3.1209450e+00 -1.0665368e+00 -7.4615878e-01  2.2444818e+00
 -4.4618015e+00 -2.8692069e+00 -2.0471351e+00  8.0569756e-01
 -3.4585025e+00 -1.2835168e+00  7.8016388e-01 -1.3988303e+00
 -2.0538995e+00  4.7394863e-01 -1.0737795e+00 -7.7955693e-01
 -1.4536699e+00 -2.3258750e+00 -2.7308962e+00 -2.0387223e+00]","[0.5371652  0.61457133 0.62127465 0.5857705  0.59339607 0.62016827
 0.626472   0.6077321  0.5730782  0.55632144 0.5807491  0.54424465]",[0.05108772],[0.00208133]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-03-01-01-01-01.wav,03,01,03,01,01,01,01,"[-6.7953876e+02  7.8698463e+01  6.6773736e-01  1.0390019e+01
  5.2070203e+00  1.1525230e+01 -7.0435295e+00  2.0349185e+00
 -6.7694521e+00 -3.4523163e+00 -8.6040583e+00 -2.1430967e+00
  2.1536033e+00 -5.7758937e+00 -1.6065859e+00  1.3426598e+00
 -3.6853170e+00 -2.2485826e+00  2.9627550e+00 -2.2755644e+00
 -5.5404739e+00 -1.7210923e+00 -1.0960617e+00 -1.7761083e+00
 -3.8315887e+00 -2.8404803e+00 -4.9156985e-01 -1.1081339e+00
 -4.4803319e+00 -1.8882798e+00 -1.4461466e+00 -2.3935592e+00
 -3.6692700e+00 -4.9370518e-01 -1.3198104e+00 -3.2003286e+00
 -4.0073353e-01 -2.3981788e+00 -2.7368388e+00 -1.2463551e+00]","[0.629206   0.6650143  0.6183916  0.6030719  0.64703554 0.6338998
 0.5848337  0.5573304  0.5415211  0.5325644  0.5637213  0.5974056 ]",[0.05570151],[0.00405621]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-03-01-01-02-01.wav,03,01,03,01,01,02,01,"[-6.5830627e+02  7.8063484e+01 -7.8696334e-01  1.0139039e+01
  8.3047247e+00  1.2286283e+01 -4.8716974e+00  5.2415830e-01
 -5.5969224e+00 -3.2145643e+00 -9.8750238e+00 -1.7062539e+00
  3.7575343e+00 -5.9739370e+00 -3.3157283e-01  2.9784529e+00
 -3.0217645e+00 -2.5681200e+00  3.6451254e+00 -2.1180198e+00
 -5.3756080e+00 -2.0939779e+00  1.6240493e+00 -1.1843981e+00
 -3.4878762e+00 -3.2193880e+00 -4.2661506e-01 -1.2460377e+00
 -5.8568640e+00 -6.3024509e-01 -4.6622041e-01 -1.6577942e+00
 -2.3192806e+00 -1.4580050e+00 -1.3490731e+00 -3.2940538e+00
 -7.9160351e-03 -1.3784134e+00 -3.1171269e+00 -7.9918450e-01]","[0.61430484 0.6220643  0.6054328  0.6092304  0.62974274 0.6402896
 0.5934098  0.5677993  0.5525493  0.540893   0.586514   0.61218846]",[0.03903105],[0.00462787]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-03-01-02-01-01.wav,03,01,03,01,02,01,01,"[-6.9360925e+02  7.7673279e+01  2.3561034e+00  1.2037886e+01
  5.2729096e+00  9.5376186e+00 -5.2778487e+00  3.8140171e+00
 -8.2640085e+00 -3.2064867e+00 -1.1793282e+01 -2.4545705e+00
  4.3342390e+00 -4.8832979e+00 -2.1284637e+00  2.0463533e+00
 -3.1290441e+00 -1.5454043e+00  3.1501722e+00 -3.0320461e+00
 -4.2286024e+00 -1.6262956e+00 -1.3141292e-01 -2.0115032e+00
 -4.5329542e+00 -2.1244311e+00 -2.6634705e+00 -5.8327794e-01
 -3.9130845e+00 -2.2408090e+00 -5.8225322e-01 -1.6909922e+00
 -3.7925251e+00  3.0992059e-02 -8.2077819e-01 -2.3679042e+00
 -6.7349869e-01 -2.0501907e+00 -2.4261019e+00 -1.1997958e+00]","[0.5779185  0.60796005 0.5897811  0.53087926 0.53884655 0.55443984
 0.5462579  0.57735837 0.5845114  0.5666246  0.61195326 0.59571624]",[0.04866193],[0.00365035]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-03-01-02-02-01.wav,03,01,03,01,02,02,01,"[-6.8393146e+02  7.4132942e+01  1.0578562e+00  1.7886679e+01
  6.3394451e+00  1.1593822e+01 -5.8916030e+00  6.8250275e+00
 -6.5876670e+00 -1.8747078e+00 -1.0637550e+01 -2.1259463e+00
  2.7909563e+00 -3.7434037e+00  7.2477780e-02  2.1894686e+00
 -2.9835167e+00 -1.3212404e+00  3.2872798e+00 -3.3843741e+00
 -4.5398107e+00 -1.5245887e+00 -5.4932135e-01 -1.0891924e+00
 -4.5675645e+00 -1.8470110e+00 -2.2264860e+00 -4.1840059e-01
 -3.8095338e+00 -2.6951325e+00  2.2677455e-02 -1.1722951e+00
 -4.3156266e+00 -2.9629803e-01 -1.4798707e+00 -2.2765543e+00
 -5.1021188e-01 -2.1810300e+00 -2.1710744e+00 -1.2014515e+00]","[0.6033047  0.58516026 0.62420595 0.590438   0.5403167  0.54822665
 0.55034435 0.52149534 0.54316777 0.5341126  0.5748953  0.64202726]",[0.056628],[0.0036508]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-03-02-01-01-01.wav,03,01,03,02,01,01,01,"[-6.2742047e+02  6.7704384e+01 -6.6694889e+00  9.9676151e+00
 -3.0760908e+00  7.2087369e+00 -5.0634565e+00 -2.9935553e+00
 -1.0524828e+01 -4.9895768e+00 -8.1074457e+00 -8.3624725e+00
  3.3147839e-01 -4.2436495e+00 -5.2197490e+00  2.1778564e-01
 -4.3218570e+00 -4.6360440e+00 -1.4735872e+00 -3.0157268e+00
 -5.5171285e+00 -2.4348655e+00 -1.3653436e+00 -4.1196713e+00
 -4.5120301e+00 -3.3126726e+00 -3.6878445e+00 -2.3038881e+00
 -4.7816510e+00 -2.5594132e+00 -1.9499012e+00 -1.6940223e+00
 -1.2470002e+00  8.5492855e-01  9.3284255e-01  4.5615366e-01
 -3.7700382e-01 -1.5009383e+00 -1.9258800e+00 -1.2331253e+00]","[0.47612408 0.5351497  0.57261425 0.5166355  0.56464916 0.5881452
 0.57335097 0.52979857 0.47425872 0.45523024 0.531071   0.5210921 ]",[0.06302225],[0.00611745]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-03-02-01-02-01.wav,03,01,03,02,01,02,01,"[-5.9197021e+02  7.2971001e+01 -6.9058213e+00  4.6451468e+00
  4.1286409e-01  8.7723103e+00 -4.1541219e+00 -3.5272965e+00
 -8.4155102e+00 -5.5381699e+00 -1.0657866e+01 -7.1261582e+00
  4.0717812e+00 -3.4832249e+00 -5.4047914e+00  8.6933583e-01
 -2.3556378e+00 -4.4506507e+00 -5.7840747e-01 -1.7785734e+00
 -6.5454059e+00 -4.6396880e+00 -1.1440251e+00 -3.5678375e+00
 -4.9191566e+00 -4.1422744e+00 -3.9449704e+00 -1.9511940e+00
 -4.3406529e+00 -2.6003568e+00  9.8124752e-03 -9.5255351e-01
 -3.2019973e+00 -6.7393124e-01  5.5502611e-01 -2.3130927e+00
 -2.0368209e+00 -4.7399598e-01  7.1392542e-01  7.5565398e-01]","[0.41857234 0.46813414 0.48442963 0.44610026 0.5261673  0.5988439
 0.5890508  0.6018945  0.61979306 0.51465183 0.45422322 0.42306542]",[0.05315822],[0.00773502]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-03-02-02-01-01.wav,03,01,03,02,02,01,01,"[-5.54230713e+02  7.02836761e+01 -1.00801687e+01  1.16195745e+01
 -1.27181339e+00  1.00290985e+01 -6.93247080e+00 -2.98260897e-01
 -9.17895031e+00 -6.30098772e+00 -1.28768902e+01 -5.18173170e+00
  3.78968596e+00 -6.87336445e+00 -3.96400118e+00  1.68684781e+00
 -3.32885981e+00 -5.55968523e+00  8.02390575e-01 -1.98968148e+00
 -7.07001972e+00 -2.74756479e+00 -6.73314512e-01 -3.88685918e+00
 -5.28271961e+00 -3.93296361e+00 -2.82371926e+00 -2.51376438e+00
 -5.84526253e+00 -2.64600587e+00 -3.29797173e+00 -2.90575719e+00
 -4.43085623e+00 -2.31181169e+00 -2.70972824e+00 -4.36915350e+00
 -9.01435077e-01 -3.64115357e-01 -1.43694687e+00  1.64918542e+00]","[0.4548527  0.45485988 0.4481802  0.5010153  0.57522845 0.6102839
 0.5558051  0.5694273  0.52644473 0.4514519  0.46248713 0.44330576]",[0.06703838],[0.01046196]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-03-02-02-02-01.wav,03,01,03,02,02,02,01,"[-5.6813879e+02  7.0809174e+01 -8.7602224e+00  1.1967098e+01
 -2.9723809e+00  1.0001247e+01 -8.5514050e+00  2.7818009e-02
 -9.0525074e+00 -6.3288474e+00 -1.2138224e+01 -7.0935769e+00
  1.7016895e+00 -5.7180758e+00 -3.0275192e+00  1.1591641e+00
 -2.6721179e+00 -5.5882483e+00 -1.0657128e+00 -1.9595200e+00
 -6.8103838e+00 -4.4911523e+00 -1.1121565e+00 -2.5702629e+00
 -5.1570802e+00 -4.7329016e+00 -2.7157762e+00 -2.1995070e+00
 -6.4337282e+00 -3.5491924e+00 -2.5800996e+00 -2.4217780e+00
 -5.1541958e+00 -2.4990623e+00 -2.6673241e+00 -3.7230113e+00
 -2.9257798e+00 -1.8580989e+00 -2.6327937e+00 -2.1749992e+00]","[0.51987237 0.51045984 0.5308735  0.55336916 0.59444463 0.59550154
 0.562951   0.56232834 0.54192495 0.48128906 0.4860513  0.5293193 ]",[0.05948849],[0.0098719]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-04-01-01-01-01.wav,03,01,04,01,01,01,01,"[-7.1587268e+02  7.4985306e+01  2.9195237e+00  1.1441712e+01
  6.9607291e+00  1.3466071e+01 -6.7260499e+00  4.7315598e+00
 -6.0603504e+00 -5.0608444e+00 -7.6180463e+00 -3.5482144e+00
 -1.2796025e+00 -3.5052686e+00  1.5040185e+00 -1.6673055e+00
 -4.6470814e+00 -1.3987219e+00  4.2264092e-01 -3.0675161e+00
 -3.5612204e+00 -3.6089149e+00 -2.3603621e+00  1.8047138e-01
 -3.6961973e+00 -3.8520033e+00 -1.9938283e+00 -6.1822897e-01
 -4.4605880e+00 -2.0738494e+00 -5.5384505e-01 -2.5048211e+00
 -2.6100931e+00 -1.6681180e+00 -9.0549302e-01 -1.8386656e+00
 -1.7473069e+00 -1.3653858e+00 -1.9686564e+00 -1.5951759e+00]","[0.6440982  0.6507048  0.6119891  0.5834319  0.54570305 0.49941602
 0.48809272 0.5174341  0.54013145 0.57076705 0.61814463 0.6134141 ]",[0.03940701],[0.0020295]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-04-01-01-02-01.wav,03,01,04,01,01,02,01,"[-7.3248547e+02  8.0965508e+01  3.4866979e+00  1.3031231e+01
  8.9793978e+00  1.4107940e+01 -4.7872910e+00  6.0405288e+00
 -4.2087750e+00 -5.1626201e+00 -7.1502514e+00 -4.6642747e+00
 -3.1327257e-01 -2.1768179e+00 -4.5821697e-01 -1.0323428e+00
 -2.9702644e+00 -2.8320603e-02  2.4600039e-01 -1.6613960e+00
 -2.2215550e+00 -1.8605201e+00 -1.1843708e+00  1.2160261e+00
 -3.4273984e+00 -3.7494137e+00 -9.4611901e-01  9.5698021e-02
 -3.8884897e+00 -1.7439624e+00  7.6299444e-02 -2.0458455e+00
 -1.9808116e+00 -1.1088154e+00 -1.7234302e+00 -1.6846809e+00
 -9.0431035e-01 -7.7341133e-01 -1.7357408e+00 -1.7303202e+00]","[0.590252   0.58667654 0.5863295  0.60280424 0.5955967  0.57044345
 0.5503618  0.58945256 0.6166154  0.56975615 0.56016374 0.56950897]",[0.0429498],[0.00190121]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-04-01-02-01-01.wav,03,01,04,01,02,01,01,"[-7.6665070e+02  7.3992630e+01  2.4763808e+00  1.0077653e+01
  7.9288039e+00  1.1792142e+01 -5.2503986e+00  4.0385647e+00
 -4.8077250e+00 -4.9669833e+00 -7.7130537e+00 -2.5745971e+00
  2.0226550e-01 -1.4582433e+00 -9.1365688e-02 -9.0529317e-01
 -2.4779258e+00 -1.9300303e+00  1.7508845e-01 -1.3837141e+00
 -3.8350551e+00 -4.4093308e+00 -4.9962652e-01  1.0700343e+00
 -3.8963583e+00 -3.0342019e+00 -2.3421686e+00 -1.0309312e+00
 -3.9242477e+00 -1.9133875e+00  1.6074601e-01 -1.4910146e+00
 -1.4070644e+00 -5.0361715e-02 -1.7097125e+00 -8.7848413e-01
 -2.3511346e-01 -1.3237718e+00 -3.3786516e+00 -1.0370684e+00]","[0.62205493 0.6071488  0.58970416 0.59370977 0.5680299  0.57194823
 0.5660015  0.56856304 0.63257426 0.6339741  0.62497306 0.6051482 ]",[0.02921673],[0.00169492]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-04-01-02-02-01.wav,03,01,04,01,02,02,01,"[-7.36814941e+02  7.09666367e+01  4.84491968e+00  1.32525215e+01
  7.93281269e+00  1.18020744e+01 -4.92998266e+00  6.69244289e+00
 -3.77319336e+00 -5.04636812e+00 -8.59215832e+00 -2.96720743e+00
 -1.47945330e-01 -3.37974262e+00  6.29992962e-01 -1.26342043e-01
 -2.51322389e+00 -1.98367381e+00  1.39220977e+00  1.34011939e-01
 -2.85982347e+00 -2.51196885e+00 -1.21220171e+00  1.30820823e+00
 -3.66229105e+00 -3.65592694e+00 -1.45670164e+00 -7.13887811e-01
 -3.24994397e+00 -1.75794542e+00 -4.19173181e-01 -1.11891592e+00
 -2.82173324e+00 -1.60579932e+00 -1.74816084e+00 -4.09263849e-01
 -3.73063833e-01 -8.39024961e-01 -1.40291333e+00 -1.06740296e+00]","[0.6012946  0.5827499  0.57765365 0.5891321  0.5889985  0.5920526
 0.5822621  0.58270377 0.5848044  0.5958558  0.65709704 0.64684445]",[0.04074985],[0.00222062]
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-04-02-01-01-01.wav,03,01,04,02,01,01,01,"[-7.0412848e+02  7.7837975e+01  5.0968409e+00  1.4805322e+01
  8.4916897e+00  1.4999448e+01 -6.4906292e+00  5.8510032e+00
 -5.3327923e+00 -4.5298414e+00 -6.2781534e+00 -1.5529013e+00
  5.1038963e-01 -4.0415516e+00  8.1153899e-01 -8.2738197e-01
 -3.6847048e+00 -1.7788121e+00  1.9421068e+00 -2.2469885e+00
 -3.2226808e+00 -2.7722185e+00 -1.6964340e+00  1.9081749e-01
 -2.7372365e+00 -2.7511287e+00 -1.7722872e+00 -3.6888242e-01
 -4.9468603e+00 -1.9291247e+00 -7.5270057e-01 -1.7337325e+00
 -2.1706600e+00 -4.1602337e-01 -1.3685277e-01 -1.0945629e+00
 -4.3080318e-01 -1.9481626e+00 -8.9358777e-01 -1.6140401e+00]","[0.620882   0.5731279  0.53790575 0.5353266  0.5725378  0.5645804
 0.54989904 0.5676149  0.5856676  0.64725125 0.68765813 0.6671764 ]",[0.04405747],[0.00279891]
