path,modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,features
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-05-01-02-01-12.wav,03,01,05,01,02,01,12,"[-7.23216968  0.89935259  0.15373128  0.31494571  0.11108052  0.27813135
  0.04851046  0.16388892  0.0698741   0.04012758  0.11066492  0.11420992
  0.05686296  0.1104536   0.09928151  0.07482583  0.0901778   0.14593379
  0.06706722  0.05767033  0.10104116  0.09672299  0.09016787  0.08794532
  0.08152154  0.11338699  0.09051134  0.07677937  0.08924072  0.10068903
  0.10059547  0.11787758  0.10940971  0.12600279  0.10733947  0.13160484
  0.13987348  0.12601495  0.15235212  0.15136004  0.14633813  0.14590079
  0.14589477  0.14658737  0.14695832  0.14622759  0.1458097   0.14574653
  0.14613635  0.14581673  0.14602488  0.14622588  0.14111755  0.14015789]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-03-01-02-01-12.wav,03,01,03,01,02,01,12,"[-7.22745758e+00  9.21052112e-01  5.08529935e-03  2.35185997e-01
  1.41136211e-01  2.37657425e-01 -1.00976454e-02  1.43764589e-01
  2.33582328e-02  9.98564799e-04  8.59568290e-02  1.08811975e-01
  4.29805483e-02  1.40059993e-01  7.29228276e-02  3.46048506e-02
  9.14470172e-02  1.30332434e-01  5.89431323e-02  4.92481534e-02
  8.03597869e-02  9.56025033e-02  7.71074475e-02  6.93863321e-02
  8.80454633e-02  1.18036100e-01  1.16042642e-01  1.13406644e-01
  1.23878862e-01  1.46912903e-01  1.20065636e-01  1.50400333e-01
  1.30780224e-01  1.25586734e-01  1.37760083e-01  1.60608746e-01
  2.02167578e-01  1.86572389e-01  1.74822795e-01  1.64959592e-01
  1.52583001e-01  1.52874463e-01  1.53724931e-01  1.53301072e-01
  1.52908578e-01  1.53124296e-01  1.53028688e-01  1.52594350e-01
  1.52711087e-01  1.52778396e-01  1.53211155e-01  1.52889039e-01
  1.48412944e-01  1.47364244e-01]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-04-01-01-01-12.wav,03,01,04,01,01,01,12,"[-7.22153509  0.99310015  0.07949864  0.18865079  0.12783064  0.22189121
  0.01179655  0.13045916  0.03950095  0.02960806  0.05292024  0.09858489
  0.07360904  0.08241801  0.09518391  0.05462872  0.05589932  0.15488154
  0.0939469   0.03195019  0.08347682  0.09054711  0.07895069  0.08550526
  0.09574689  0.11734316  0.11791665  0.11578429  0.13813103  0.13586084
  0.1101586   0.14771877  0.12980839  0.15857024  0.17067715  0.18293434
  0.21313981  0.21242459  0.21268112  0.18439979  0.13059807  0.1307771
  0.13060061  0.130454    0.13045754  0.13044217  0.13063926  0.13089227
  0.13169682  0.13197347  0.13191347  0.13129008  0.12627598  0.12538979]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-07-02-01-01-12.wav,03,01,07,02,01,01,12,"[-7.20974802  1.07213422 -0.04801191  0.23348222  0.12231725  0.22965516
 -0.01614282  0.11195016 -0.02441864  0.04597909  0.11586631  0.16245078
  0.05289429  0.05588714  0.09766473  0.08092882  0.07280213  0.09860606
  0.04595485  0.05978669  0.09951375  0.09546092  0.09609726  0.10661256
  0.12865367  0.16896544  0.11185986  0.14625252  0.13463492  0.12066838
  0.13875108  0.15981266  0.12442378  0.1552559   0.16770678  0.17064499
  0.17990091  0.16562235  0.15196243  0.1529924   0.13359151  0.13329973
  0.13336182  0.13395768  0.13437793  0.13437006  0.13420739  0.13403541
  0.13364017  0.13383622  0.13453379  0.1340493   0.1289331   0.12797482]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-06-01-01-01-12.wav,03,01,06,01,01,01,12,"[-7.21938094e+00  1.00980177e+00 -1.86885385e-03  2.45124180e-01
  1.10020089e-01  2.20700152e-01 -4.14914925e-03  1.15993896e-01
 -1.09835598e-02  1.84742207e-02  1.18370817e-01  1.08198935e-01
  5.86239451e-02  8.67996746e-02  9.78506630e-02  7.57110404e-02
  9.12178749e-02  1.19300424e-01  8.40963216e-02  8.09682352e-02
  1.30521222e-01  1.34991401e-01  1.45776997e-01  1.54439850e-01
  1.59839502e-01  1.83939649e-01  1.43093587e-01  1.47445387e-01
  1.41043371e-01  1.35913626e-01  1.53107363e-01  1.78918678e-01
  1.57135343e-01  1.60795671e-01  1.43217492e-01  1.38250751e-01
  1.54517946e-01  1.52292915e-01  1.61552379e-01  1.55200075e-01
  1.11611243e-01  1.11924925e-01  1.11812502e-01  1.12677777e-01
  1.13444034e-01  1.13511340e-01  1.13099648e-01  1.13126602e-01
  1.13226707e-01  1.12990741e-01  1.12569954e-01  1.11999995e-01
  1.05931513e-01  1.05210080e-01]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-03-01-01-02-12.wav,03,01,03,01,01,02,12,"[-7.20889423e+00  1.10816247e+00 -1.70574966e-03  2.08482233e-01
  1.43238049e-01  2.38891013e-01  3.64344250e-03  1.48861816e-01
  8.74403557e-02  1.88217863e-02  9.29028933e-02  1.34233992e-01
  8.08350582e-02  1.22393830e-01  1.05220043e-01  6.28441826e-02
  7.86487381e-02  1.48307853e-01  8.20923191e-02  4.84134659e-02
  1.01739284e-01  1.02134860e-01  9.10450314e-02  9.26569874e-02
  1.07591741e-01  1.34204696e-01  1.22027469e-01  1.18047956e-01
  1.25195878e-01  1.30627369e-01  1.17329769e-01  1.50455512e-01
  1.25071282e-01  1.51049499e-01  1.52043095e-01  1.53002920e-01
  1.68568602e-01  1.45485608e-01  1.34327916e-01  1.26918013e-01
  1.25000707e-01  1.25137433e-01  1.25648657e-01  1.26951880e-01
  1.26152788e-01  1.26489119e-01  1.26297480e-01  1.25283313e-01
  1.24603044e-01  1.24822243e-01  1.25097457e-01  1.25470981e-01
  1.20696556e-01  1.19991283e-01]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-05-01-01-01-12.wav,03,01,05,01,01,01,12,"[-7.2262392   0.98004752  0.09427765  0.28279072  0.13990346  0.19582887
  0.03743609  0.19665032  0.10532307  0.06976415  0.09517671  0.11332922
  0.1030977   0.09899277  0.10574621  0.09377408  0.09630116  0.15126729
  0.08450616  0.05588065  0.10496592  0.09469538  0.09131814  0.08588947
  0.09755843  0.11524171  0.08125663  0.09476773  0.09315027  0.09974543
  0.09259764  0.1144212   0.11821485  0.143073    0.13105816  0.1325384
  0.14895415  0.13809789  0.13616888  0.1382507   0.13446452  0.13438187
  0.13430899  0.13473744  0.13509319  0.13515664  0.13508854  0.1348472
  0.13455976  0.13443007  0.13479903  0.13466069  0.1292564   0.12839707]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-04-01-02-01-12.wav,03,01,04,01,02,01,12,"[-7.24392803  0.78519201  0.13859807  0.27889284  0.12437009  0.24412941
  0.09132315  0.18937842  0.06576558  0.03571566  0.10374584  0.10289326
  0.07350951  0.13886529  0.10254717  0.06278164  0.08931092  0.14909013
  0.07492416  0.05498896  0.11770422  0.10038898  0.08333179  0.08036598
  0.07971235  0.10730541  0.0994113   0.07800039  0.08302139  0.08805427
  0.1036441   0.11808405  0.14254988  0.18500465  0.16119016  0.19248323
  0.19009995  0.15411521  0.18847872  0.17055235  0.1294138   0.12916327
  0.13019798  0.13206411  0.13076039  0.13050648  0.13030104  0.12997895
  0.13003224  0.13027323  0.13063152  0.13050099  0.12569864  0.12488489]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-03-02-01-01-12.wav,03,01,03,02,01,01,12,"[-7.22533277  0.92271    -0.12034386  0.09156045  0.10790671  0.17294598
 -0.08779767  0.10582895  0.08467698  0.04181017  0.06481291  0.14913936
  0.06891907  0.1008943   0.11390532  0.03848453  0.11286111  0.15172668
  0.12332755  0.11160971  0.17705067  0.19167811  0.17304413  0.20304341
  0.20336632  0.20121579  0.12783558  0.1438791   0.16288977  0.15081674
  0.15392913  0.19182914  0.17146165  0.16075358  0.16865464  0.14975198
  0.14268472  0.15786233  0.12957476  0.14032349  0.11292581  0.11211849
  0.11245636  0.11281597  0.11318578  0.11380753  0.11459431  0.11433937
  0.11339184  0.11303825  0.11242384  0.11275028  0.10566411  0.10519751]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-07-01-02-02-12.wav,03,01,07,01,02,02,12,"[-7.22834915  0.95078697  0.1325539   0.27041094  0.10213467  0.23874066
  0.05623939  0.16424614  0.03116628  0.05348496  0.14880443  0.13898712
  0.07846606  0.12669214  0.09877852  0.05744283  0.10572498  0.14661123
  0.04660961  0.06261626  0.11877195  0.08226771  0.09185826  0.07952924
  0.09461324  0.12669135  0.06687926  0.09776281  0.10100706  0.09616982
  0.11153227  0.13185211  0.11147787  0.12598861  0.13035666  0.14071983
  0.14280486  0.14773509  0.13626921  0.13018749  0.14001493  0.1402038
  0.1404031   0.14095303  0.14135875  0.14093641  0.14068396  0.14026507
  0.1398171   0.13990692  0.13996595  0.13986483  0.13494964  0.13405386]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-02-01-02-02-12.wav,03,01,02,01,02,02,12,"[-7.23750023  0.85947897  0.13297879  0.28186459  0.14488636  0.2603532
  0.0539124   0.15128563  0.05685176  0.05599911  0.09063063  0.10457454
  0.06336247  0.10848694  0.07522982  0.05346105  0.09798674  0.14301448
  0.07351673  0.04762176  0.0904097   0.10082191  0.11324985  0.09143028
  0.08841607  0.10949441  0.10037084  0.09577842  0.08979273  0.10474465
  0.12242733  0.13289267  0.13304492  0.16280275  0.14409046  0.15106818
  0.16707175  0.12691593  0.13190645  0.13984616  0.14242039  0.14184197
  0.14187009  0.14212237  0.14255341  0.14264556  0.14328893  0.14344324
  0.14268822  0.14201954  0.14269774  0.1426692   0.13803497  0.13713314]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-02-02-02-02-12.wav,03,01,02,02,02,02,12,"[-7.23212387  0.89301596  0.14321932  0.31744848  0.08985108  0.24560649
  0.04536074  0.17091261  0.06427145  0.06493067  0.09711057  0.08365945
  0.05237422  0.11946774  0.08832115  0.05887482  0.09469728  0.1470805
  0.06163066  0.04723115  0.07952228  0.08957969  0.08541353  0.07599279
  0.07982385  0.10953678  0.0920778   0.08539296  0.0783715   0.09316302
  0.09830485  0.11148495  0.13485261  0.17923401  0.16506451  0.180143
  0.1819361   0.14988767  0.1409531   0.1354088   0.1434397   0.14322765
  0.14322948  0.14406201  0.14427205  0.14375495  0.14362573  0.14321739
  0.14301037  0.14331993  0.14406505  0.14404472  0.1392121   0.13843461]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-07-01-02-01-12.wav,03,01,07,01,02,01,12,"[-7.22812362  0.95402567  0.12276319  0.2473466   0.11956437  0.24184173
  0.05548185  0.14886866  0.01590507  0.04129825  0.13758529  0.13569138
  0.08351576  0.1014646   0.09937349  0.07544111  0.0843247   0.14825853
  0.05943896  0.06036532  0.11228374  0.10275776  0.09303723  0.07761788
  0.07908406  0.12045138  0.07654114  0.10304726  0.09924616  0.10349666
  0.1040948   0.13052202  0.11273161  0.12028826  0.12400052  0.12165917
  0.12813725  0.14204099  0.13692221  0.13308243  0.14865129  0.14876249
  0.14905042  0.14971341  0.1497842   0.14931655  0.14901587  0.14873365
  0.14887669  0.14852699  0.14825929  0.14864825  0.14399585  0.1431916 ]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-02-02-02-01-12.wav,03,01,02,02,02,01,12,"[-7.23555134  0.86403285  0.15853731  0.29401402  0.0845034   0.26661969
  0.02611444  0.17921956  0.04348481  0.06726117  0.09439501  0.07404726
  0.06211014  0.13477374  0.0710244   0.04883126  0.09723072  0.13861167
  0.06554357  0.04844824  0.0828447   0.08657033  0.0966489   0.08258126
  0.08365017  0.11358167  0.10451801  0.10344894  0.11718851  0.12288088
  0.13537526  0.15360256  0.15262248  0.17776543  0.13260887  0.14990804
  0.15477633  0.14026184  0.15955246  0.16022557  0.13671004  0.13699181
  0.13699888  0.13737243  0.13706233  0.13673831  0.13694589  0.13669818
  0.1363325   0.13652826  0.13655794  0.13676809  0.13270862  0.1317226 ]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-06-01-02-02-12.wav,03,01,06,01,02,02,12,"[-7.22852122  0.90029002 -0.01776825  0.25999169  0.07084574  0.24528947
 -0.03910231  0.13024731 -0.02583042  0.01571873  0.11028557  0.12816652
  0.04601188  0.07291848  0.09200499  0.06426485  0.0725715   0.11260593
  0.06926297  0.06172731  0.09527927  0.10460877  0.09740841  0.11854679
  0.13700761  0.19204224  0.15148331  0.14181585  0.13066138  0.12040967
  0.12872147  0.15225352  0.14191327  0.17795274  0.18045357  0.1742027
  0.18064495  0.15813444  0.15730766  0.16062511  0.14032727  0.13957802
  0.1399756   0.14064451  0.1410504   0.14087593  0.14052406  0.14047506
  0.14049896  0.14146245  0.1417884   0.14135563  0.13500106  0.13398913]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-01-01-02-01-12.wav,03,01,01,01,02,01,12,"[-7.22797659  0.94029697  0.15586407  0.27397146  0.14305545  0.28282409
  0.05447008  0.14677127  0.05367547  0.04094098  0.08070328  0.14367688
  0.07506867  0.1002809   0.08980279  0.07114012  0.08861912  0.15102666
  0.07284429  0.03787245  0.08810677  0.09913962  0.09491733  0.0746232
  0.08166454  0.10079373  0.07305085  0.08916724  0.08390935  0.09768802
  0.10418812  0.12511579  0.11713236  0.13843964  0.11649866  0.14302065
  0.16838149  0.15271195  0.17415036  0.16980156  0.13793188  0.13784845
  0.13779435  0.13854264  0.13967581  0.13980645  0.13971661  0.13931662
  0.13889754  0.13894328  0.13847787  0.13790544  0.13426784  0.13344557]"
/home/dominik/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/audio_speech_actors_01-24/Actor_12/03-01-01-01-01-01-12.wav,03,01,01,01,01,01,12,"[-7.23235736  0.91947282  0.15954668  0.25531238  0.16870146  0.2241003
  0.05205751  0.169071    0.08457414  0.05932983  0.06729458  0.10223564
  0.08174337  0.09262482  0.09805165  0.06072567  0.10403755  0.13773243
  0.08446881  0.04527894  0.09091479  0.09542975  0.11578064  0.08855952
  0.08296449  0.10363588  0.07410145  0.08051039  0.08534663  0.10570038
  0.11381701  0.12696675  0.13925985  0.14966434  0.1359188   0.14255892
  0.14940151  0.12746105  0.14764857  0.15079156  0.14021382  0.13999359
  0.13991683  0.14027876  0.14051566  0.1405821   0.14126086  0.14151467
  0.14099173  0.14085986  0.14110003  0.1407494   0.13611957  0.13546866]"
